#gene	Normal1	Normal2	Normal3	Normal4	Normal5	Normal6	Normal7	Normal8	Normal9	Normal10	Normal11	Normal12	Normal13	Ma1	Ma2	Ma3	Ma4	Ma5	Ma6	Ma7	Ma8	Ma9	Ma10	Ma11	Ma12	Ma13	Ma14	Ma15	Ma16	Ma17	Ma18	Ma19	Ma20	Ma21	Ma22
KIAA0101(ENSG00000166803.10)(protein_coding)	3.21	2.96	12.88	0.99	3.51	22.9	9.11	5.82	5.32	7.09	2.24	4.06	25	187.22	96.64	2.61	71.96	29.94	79.95	73.42	38.44	27.43	39.46	36.83	47.89	15.87	0.37	15.85	62.59	47.72	173.33	50.46	6.48	5.89	125.84
EMID1(ENSG00000186998.15)(protein_coding)	5.12	8.01	9.06	3.21	3.81	10.99	5.09	9.22	3.44	2.94	4.08	7.83	10.62	11.61	0.48	11.5	0.35	15.61	3.53	4.29	0.59	4.67	25.32	15.99	6.02	10.35	1.53	12.48	6.86	0.36	0.24	6.22	2.83	6.57	7.46
LRSAM1(ENSG00000148356.13)(protein_coding)	8.48	10.35	9.55	7.68	13.85	9.75	8.51	8.12	9.2	8.26	14.36	9.45	11.19	9.89	6.06	7.32	3.95	19.4	2.56	5.55	7.64	7.11	10.75	3.54	3.52	5.36	3.58	8.69	6.64	5.83	6.35	6.07	4.6	6.56	5.59
MUC6(ENSG00000184956.15)(protein_coding)	0.14	1.26	3.12	1.25	5.35	10.01	4.78	0.21	0.39	0.52	11.43	4.26	6.78	0.02	0	0	0	3.78	0	0.07	0.1	0.02	0.06	0.01	0	13.89	0.07	0.69	0.01	0	0	6.59	0.01	0.09	0
RANGAP1(ENSG00000100401.19)(protein_coding)	23.83	28.01	34.5	23.24	37.61	36.88	31.61	29.22	24.7	26.37	34.35	25.86	44.78	26.3	12.75	19.78	12.66	36.3	15.63	29.48	34.27	23.4	43.11	20.83	13.17	21.85	7.74	24.14	37.46	24.53	50.49	20.76	8.31	22.8	24.65
COPB1(ENSG00000129083.12)(protein_coding)	43.86	30.91	45.22	34.05	43.16	38.89	82.44	36.26	57.39	51.11	44.06	64.36	40.88	72.92	79.97	59.78	55.56	47.12	1719.25	75.73	54.62	51.74	32.96	64.7	112.64	63.95	54.17	54.29	97.92	57.66	112.62	82.52	59.16	69	116.53
EXOC6B(ENSG00000144036.14)(protein_coding)	6.86	4.24	5.49	5.5	6.14	5.47	8.69	4.59	7.16	7.38	5.95	8.86	3.98	4.59	4.85	9.79	4.77	4.39	20.95	6.4	4.34	4.82	5.97	5.34	9.99	4.9	8.68	4.72	7.16	4.44	8.05	8.59	9.6	7.19	8.36
SNAPC2(ENSG00000104976.11)(protein_coding)	16.56	23.14	21.89	17.99	20.84	22.37	14.78	20.5	12.3	16.05	20.12	13.61	19.24	8.64	10.93	14.79	10.22	26.34	4.99	17.12	21.03	23.19	30.75	9.84	7.78	16.99	5.93	12.28	12.71	12.02	27.29	12.3	4.86	17.41	5.82
UBE2D4(ENSG00000078967.12)(protein_coding)	16.11	11.27	8.62	13.2	13.46	13.58	13.81	18.13	11.58	9.97	11.87	13.51	13.63	8.18	4.12	10.8	5.29	9.55	12.34	9.1	9.97	6.32	17.64	9.49	5.46	9.74	11.16	8.22	4.38	7.55	6.26	8.02	8.32	17.33	5.95
MAPK14(ENSG00000112062.10)(protein_coding)	20.42	15.64	15.03	16.01	15.82	14.41	19.11	13.75	17.43	20.49	16.36	19.57	12.03	18.97	12.92	19.5	21.64	6.75	21.11	17.69	12.06	10.8	12.35	30.16	19	13.08	20.97	10.84	26.9	12.54	24.77	14.92	21.29	17.55	10.36
LINC00116(ENSG00000175701.10)(protein_coding)	102.68	109.71	88.36	102.92	124.99	174.08	43.11	204.8	69.55	51.65	58.76	66.16	153.47	46.48	34.6	58.33	15.68	166.47	18.09	47.76	16.97	58.2	156.9	16.07	26.63	16.26	14.19	55.92	38.21	18.9	101.29	22.67	3.76	24.4	28.02
HYAL2(ENSG00000068001.13)(protein_coding)	35.12	49.12	65.48	116.29	21.24	60.46	31.19	44.46	24.43	26.19	26.74	33.75	37.3	37.96	43.46	38.43	25.36	47.02	25.88	38.49	25.17	25.01	39.91	17.79	61.85	28.9	19.14	67.33	35.35	21.82	46.84	31.07	18.68	27.27	37.83
RP11-1020A11.1(ENSG00000269894.1)(sense_intronic)	1.18	2.59	1.12	0	2.32	1.14	1.29	4.63	1.39	1.91	3.76	2.23	0	0	1.87	0.79	1.13	5.59	1.5	0.62	1.32	0.39	0	0.14	0.39	0.5	0.54	1.93	2.25	0.22	0.32	0.9	1.09	0.33	0
HBA2(ENSG00000188536.12)(protein_coding)	248.4	132.71	385.14	298.72	5.3	1146.55	77.96	126.76	26.29	34.42	294.49	158	24.09	16.66	1.23	40.63	13.84	0	15.7	40.51	2.98	1.99	16.81	277.13	29.18	13.42	7.04	5.35	32.37	12.36	12.88	1.17	38.9	33.72	9.13
AMOTL1(ENSG00000166025.17)(protein_coding)	14.15	10.06	10.08	11.04	12.15	16.41	30.84	10.2	22.74	25.27	16.42	23.03	13.42	32.13	24.4	20.45	4.04	4.74	28.36	15.17	6.7	7.13	11.8	11.24	31.47	16.26	8.51	21.82	17.26	8.49	1.62	13.26	17.77	13.91	20.02
CGN(ENSG00000143375.14)(protein_coding)	13.49	17.64	10.66	4.9	26.34	7.62	15.65	11.95	20.19	17.56	41.93	18.04	22.74	0.09	0.02	20.52	0.08	18.49	0.67	1.07	1.59	0.27	1.36	0.13	0.09	3.15	0.62	5.23	1.92	16.14	0.26	6.07	1.04	8.45	0.01
LRRC56(ENSG00000161328.10)(protein_coding)	1.14	3.64	1.09	0.5	1.94	1.42	1.5	1.74	0.92	0.92	2.38	1.32	1.55	2.57	0.39	1.12	0.02	1.7	0.16	0.29	0.27	0.12	0.57	0.15	0.23	0.93	0.07	0.99	0.38	0.51	0.45	1.04	0.15	0.63	0.68
PPP1R10(ENSG00000204569.9)(protein_coding)	31.94	26.99	31.45	29	31.06	18.83	43.63	13.94	39.22	27.96	18.56	37.64	23.29	48.23	52.48	28.85	59.42	29.23	57.17	22.67	50.71	14.82	30.07	56.67	41.72	57.85	60.87	27.4	38.72	13.31	37.84	65.1	85.57	64.58	51.6
ABLIM2(ENSG00000163995.18)(protein_coding)	2.17	2.29	2.93	4.62	0.95	13.41	0.97	3.59	1.74	2.57	1.79	2.86	1.37	0.9	0.43	1.09	0.44	2.13	0.59	0.85	0.73	0.57	2.11	0.42	0.13	0.6	0.37	0.81	0.81	0.43	0.16	0.3	1.08	2.04	0.44
C19orf33(ENSG00000167644.11)(protein_coding)	12.06	74.11	58.95	45.2	23.28	84.46	30.85	67.23	9.72	14.2	16.13	24.95	78.67	1.27	0.44	54.57	0	87.22	0.62	2.3	8.8	0.69	1.64	2.49	0.11	0.58	4.42	3.26	0.81	104.73	5.72	1.06	1.03	17.83	0.34
NEDD8(ENSG00000129559.12)(protein_coding)	168.94	219.87	181.06	238.08	154	170.7	146.5	234.5	138.41	149.65	158.44	129.16	190.04	215.46	132.52	116.93	123.6	194.02	105.39	181.28	120.56	90.83	160.34	94.01	124.13	116.16	65.98	154.4	191.59	140.43	272.28	100.48	72.41	120.73	123.9
C10orf11(ENSG00000148655.14)(protein_coding)	7.69	19.36	8.34	30.89	5.68	6.02	8.11	26.87	7.32	2.16	2.97	4.61	4.09	12.43	4.04	8.01	9.81	14.35	8.84	7.92	7.65	8.53	5.74	31.48	6.42	5.05	8.46	4.8	9.26	1.92	4.01	0.9	11.68	8.93	5.26
MSRB3(ENSG00000174099.10)(protein_coding)	28.87	15.95	19.02	22.6	17.17	29.01	29.11	35.24	25.59	24.59	19.85	30.21	28.3	8.22	11.47	17.59	10.93	9.66	6.34	13.54	24.77	30.43	12.66	33.57	26.25	11.94	55.72	17.93	7.04	2.06	13.3	19.18	30.64	18	5.74
FIS1(ENSG00000214253.8)(protein_coding)	248.36	308.94	223	339.05	229.81	247.7	176.95	287.71	189.28	211.25	241.1	177.93	233.54	51.92	128.94	164.2	149.79	199.95	76.99	175.58	221.67	103.52	207.58	125.34	71.09	215.85	192.77	129.27	81.76	146.45	162.42	133.89	97.62	243.49	104.96
MUCL1(ENSG00000172551.10)(protein_coding)	415.59	2047.11	39.76	10.07	1753.06	1080.04	385.83	6.25	229.03	94.14	693.45	566.78	595.5	1.43	0	1.24	0	1007.6	0.43	1.19	1.53	0.64	3.39	0.48	0.13	12.88	1.97	67	0.18	7.01	0.95	59.12	0.34	170.68	0
PALMD(ENSG00000099260.10)(protein_coding)	34.9	32.44	31.36	102.09	16.13	20.12	19.49	33.42	31.37	25.61	23.68	23.92	26.83	3.66	10.55	17.57	12.77	14.02	15.72	14.39	21.49	11.12	18.24	12.6	6.76	6.74	22.29	14.55	3.99	7.81	1.73	7.1	25.69	36.36	7.84
ZNF580(ENSG00000213015.8)(protein_coding)	20.61	16.32	15.98	26.01	39.87	20.91	21.99	11.18	16.79	25.38	26.84	10.66	43.2	36.37	11.56	18.43	4.32	17.05	9.06	6.79	8.96	19.44	7.08	5.56	5.63	13.46	9.47	30.11	14.38	5.92	12.71	17.22	4.76	8.94	14.23
AC021188.4(ENSG00000230747.1)(antisense)	0.98	1.19	0.81	2.55	2.77	0.49	0.37	0	0.48	1.29	0.8	0.72	0	0.74	0.31	0.44	0.14	0	0.51	0.68	0.31	0.09	1.17	0.2	0.09	0.14	0.57	1.13	0.18	0.13	0	0.93	0.44	0.14	0.1
MYL5(ENSG00000215375.6)(protein_coding)	10.21	13.46	8.1	14.26	8.93	18.09	6.5	8.58	10.17	8.89	17.29	4.11	19.46	10.7	19.15	7.03	1.82	22.65	8.76	4.75	5.35	1.1	7.19	1.17	3.23	6.34	2.26	8.42	2.23	5.45	3.02	5.69	3.89	2.3	4.67
AC005306.3(ENSG00000267283.1)(processed_transcript)	6.65	12.06	4.45	2.65	11.88	5.28	5.25	9.69	3.91	3.47	20.64	3.21	10.82	8.19	2.01	2.15	0.41	25.18	0.19	2.09	0.39	1.67	3.3	0.58	2.51	0.32	0.09	4.56	3.83	1.89	2.06	2.71	0.14	0.64	0
AGPAT6(ENSG00000158669.11)(protein_coding)	47.78	54.43	58.83	32.46	60.49	48.02	57.23	59.07	85.91	56.83	46.58	43.73	55.91	52.46	37.01	48.23	34.08	130.82	55.98	33.21	34.22	32.09	62.77	16.53	65.36	25.16	16.95	48.03	78	51.95	69.76	38.04	35.18	31.42	28.54
DYNLL1(ENSG00000088986.10)(protein_coding)	300.4	359.34	434.32	414.67	264.49	459.84	311.81	394.23	254.01	213.97	276.8	323.17	388.02	515.45	500.1	342.57	269.86	417.14	368.83	370.12	391.38	338.04	567.93	354.41	318.93	280.35	403.66	456.82	592.24	289.5	494.81	274.53	259.82	364.82	606.98
CLK1(ENSG00000013441.15)(protein_coding)	119.34	72.72	114.66	81.04	158.48	75.12	90.92	138.4	176.03	152.68	221.65	124.77	102.53	23.61	43.43	102.27	35.18	138.11	26.64	36.27	52.75	40.14	12.3	68.19	41.56	31.86	114.07	74.18	69.66	32.49	44.03	78.48	61.42	41.25	36.94
SELT(ENSG00000198843.12)(protein_coding)	46.69	34.05	37.35	33.41	47.69	25.26	47.63	25.43	37.5	46.23	42.69	46.4	22.72	23.59	29.53	55.18	108.16	16.43	21.52	36.64	86.85	36.25	8.12	90.19	53.93	57.35	51.27	18.31	20.62	59.74	81.26	74.46	36.66	66.13	41.91
COLEC11(ENSG00000118004.17)(protein_coding)	4.18	1.65	3.42	9.42	0.35	1.94	0.96	3.55	1.87	0.99	0.55	1.23	2.43	0.69	0.69	1.16	0.14	1.38	25.81	1.23	0.67	2.06	0	0.59	0.68	0.54	0.27	1.03	2.18	0.07	0.03	0.13	1.17	1.12	0.31
CTDSP1(ENSG00000144579.7)(protein_coding)	98.16	106.93	85.77	115.42	91.79	79.65	71.53	98.44	89	93.98	104.43	75.59	118.6	34.83	34.62	75.97	19.67	87.72	23.14	66.75	44.83	80.62	58.26	38.99	45.61	64.06	56.49	62.02	33.89	61.19	64.84	51.54	25.32	59.98	38.23
BTD(ENSG00000169814.12)(protein_coding)	13.94	15.87	10.17	23.2	12.6	9.86	12.17	14.99	12.69	12.57	11.58	17.21	9.03	5.08	4.66	14.22	11.63	7.15	8.9	12.24	6.78	9.83	5.23	8.12	8.48	8.17	6.05	4.58	7.32	8.99	7.85	8.68	6.47	11.17	6.2
CNTNAP3(ENSG00000106714.17)(protein_coding)	4.14	4.6	3.49	1.95	7.16	2.86	6.03	2.2	6.18	5.71	3.1	5.19	3.17	0.63	0.18	3.01	1.12	2.41	1.73	0.29	1.22	0.21	2.33	0.27	0.1	0.24	0.35	0.76	2.02	5.11	0.1	1.7	1.3	2.14	0
GABARAPL2(ENSG00000034713.7)(protein_coding)	89.85	91.97	75.59	103.49	87.16	63.93	74.95	86.47	80.05	71.03	94.45	77.67	84.18	59.47	27.55	70.23	30.7	45.4	72.85	35.71	50.9	36.13	34.96	34.53	45.76	27.94	84.5	49.41	32.94	51.47	60.9	40.45	77.9	56.75	28.19
TRIM44(ENSG00000166326.6)(protein_coding)	20.23	13.34	18.88	16.39	8.94	22.6	22.19	7.97	15.39	20.5	10.38	16.5	13.34	46.13	30.44	18.65	20.42	6.51	30.02	29.95	11.84	10.93	19.95	19.39	33.79	25.82	22.26	22.98	72.02	14.81	26.63	23.64	33.96	25.36	29
RP11-321G12.1(ENSG00000259459.5)(lincRNA)	3.84	6.29	3.58	0.19	13.15	2.36	3.82	3.35	5.87	4.58	7.84	3.66	8.06	0	0.01	2.26	0.01	25.13	0.27	0.11	1.36	0.15	0.01	0.12	0	3.47	0.04	1.89	0.01	0.85	0.07	4.25	0.3	7.28	0
RP11-817O13.8(ENSG00000260274.1)(lincRNA)	1.78	2.07	1.86	2.38	2.87	1.61	1.29	0.58	1.51	0.62	1.53	1.47	1.12	1.26	1.48	1.37	0.31	2.7	0.41	0.87	0.66	0.3	0.2	0.12	0.74	0.49	0.31	1.46	0.42	1.12	1.34	1.62	0.55	1.11	1.52
TMEM121(ENSG00000184986.10)(protein_coding)	3.8	2.75	2.16	2.36	3.28	8.72	1.05	1.94	2.19	2.79	2.31	1.54	1.39	2.74	2	2.56	0.07	4.8	0.08	1.47	0.23	3.72	12.34	0.99	1.03	0.81	0.15	4.98	5.64	3.55	1.45	3.34	0.06	0.8	0.96
ALG14(ENSG00000172339.9)(protein_coding)	0.99	4.25	2.7	0.92	0.78	1.41	1.07	0.59	1.68	0.66	2.24	1.02	5.65	0.98	2.67	1.16	2.04	1.63	1.85	3.36	2.49	1.74	2.21	2.88	1.52	1.3	2.36	0.77	1.27	0.75	1.25	3.42	0.86	3.56	1.32
LCN2(ENSG00000148346.11)(protein_coding)	6.82	117.53	23.28	7.18	25.47	4.54	0.56	34.57	6.85	27.19	13.57	17.62	27.26	0.29	0.11	0.58	0.05	31.79	0	2.32	0	0.02	0.84	0.19	0.08	3.38	0.26	0.72	0.67	201.75	0.66	2.65	0.73	4.39	0
PTH1R(ENSG00000160801.13)(protein_coding)	9.49	8.5	8.21	15.02	5.32	6.99	4.64	20.57	5.03	2.73	6.11	6.28	6.95	17.47	21.22	28.54	0.35	75.53	5.94	12.74	3.5	11.16	63.22	51.76	1.55	19.44	9.07	59.19	30.4	0.62	0.44	14.56	6.86	1.93	43.25
VPS13D(ENSG00000048707.13)(protein_coding)	11.22	7.84	13.21	7.03	18.3	10.99	12.09	13.06	14.24	14.82	18.04	11.85	17.14	8.66	7	11.84	7.84	13.04	9.74	9.65	10.37	6.48	6.33	5.99	8.31	9.19	8.75	9.28	7.05	9.38	5.2	9.61	14.31	12.28	7.54
DPP7(ENSG00000176978.13)(protein_coding)	95.61	140.28	116.1	116.61	135.73	88.25	47.18	93.47	84.79	71.03	131.85	51.66	164.55	23.28	18.33	34.34	14.06	151.61	4.19	59.7	36.94	60.79	140.27	23.5	15.96	23.52	2.94	35.83	75.11	101.71	63.47	22.24	9.03	23.37	6.69
ZNF565(ENSG00000196357.11)(protein_coding)	2.07	2.26	2.79	2.41	1.23	2.23	2.32	1.64	3.53	2.32	2.87	2.88	3.23	5.19	3.38	3.86	1.61	3.01	2.74	3.05	1.32	2.03	2.71	1.63	1.3	1.82	2.71	6.88	16.57	1.29	0.88	1.79	2.52	2.16	2.14
C7orf25(ENSG00000136197.12)(protein_coding)	4.52	2.73	4.79	6	5.92	2.93	5.5	0.45	4.98	5.59	4.55	4.27	4.68	6.72	4.05	5.39	3.05	6.03	2.44	1.52	2.69	3.79	9.35	3.63	2.34	3.75	1.74	5.34	4.06	4.39	7.59	6.24	2.15	4.39	3.76
FAM81B(ENSG00000153347.9)(protein_coding)	0.78	0	1.48	0	0.86	1.26	0.22	1.36	0.62	0	0.21	1.23	0	0	0	1.21	0	0.43	0.17	0	0.67	0	0	0	0	1.83	0.02	0.24	0	2.7	0	0.64	0.28	3.55	0
SHC2(ENSG00000129946.10)(protein_coding)	20.54	15.25	12.98	18.25	15.6	13.33	9.15	25.65	9.99	16.96	34.04	10.8	29.38	9.48	5.69	14.55	0.21	23.25	4.79	2.6	1.29	4.09	57.3	5.03	4.62	3.31	0.34	10.17	16.66	13.39	0.25	4.47	4.6	9.76	0.44
FBXL5(ENSG00000118564.14)(protein_coding)	48.68	26.29	31.38	42.16	35.32	29.7	62.48	30.25	51.38	37.87	32.96	61.3	27.89	29.84	48.62	67.85	42.59	17.66	24.66	48.96	37.96	27.61	13.36	32.13	38.76	34	61.05	22.37	23.45	34.99	48.86	53.03	45.21	47.41	26.59
RGPD5(ENSG00000015568.12)(protein_coding)	3.32	1.72	2.27	1.29	3.47	4.29	3.21	1.79	4.24	4.73	3.86	5.43	4.27	1.52	2.56	6.09	1.44	4.18	10.83	3.36	1.2	1.71	4.08	1.47	2.97	7.74	4.83	6.19	4.79	5.31	8.28	7.22	4.14	2.11	1.53
XRCC2(ENSG00000196584.2)(protein_coding)	0.82	0.2	0.63	0.16	0.45	0.98	1.36	0.19	1.85	2.02	0.35	0.62	1.61	3.38	5.62	0.72	4.23	0.53	4.49	2.38	1.04	0.29	2.58	2.66	3.35	1.3	0.28	1.81	3.68	0.57	4.99	1.91	1.26	0.58	6.17
CDK4(ENSG00000135446.16)(protein_coding)	71.84	163.4	158	135.37	51.14	151.94	62.85	128.59	66.98	70.84	59.39	48.45	153.92	359.57	232.41	83.28	85.51	78.66	89.55	109.68	86.24	138.07	308.41	69.87	119.01	76.22	32.55	184.9	202.09	78	164.38	82.4	55.89	48.07	113.85
NUP88(ENSG00000108559.11)(protein_coding)	18.01	17.19	24.02	23.19	34.14	26.19	27.87	38.36	20.14	22.14	28.57	19.38	25.72	27.96	25.06	24.96	41.26	61.86	35.61	19.95	45.11	24.83	18.04	15.57	14.64	22.97	22.87	22.72	54.38	27.68	24.88	36.74	28.79	23.81	37.69
DYNC1LI1(ENSG00000144635.8)(protein_coding)	15.68	13.76	17.87	19.36	15.15	15.23	19.62	14.01	16.92	16.92	15.59	17.06	14.19	13.24	19.63	23.03	32.74	12.08	23.73	22.64	24.22	16.59	10.11	16.62	25.02	17.43	17.39	12.25	30.25	19.59	32.16	20.45	17.41	21.12	22.6
TUBA1C(ENSG00000167553.14)(protein_coding)	80.64	76.21	142.63	101.01	90.15	110.91	146.02	76.43	68.05	56.93	73.25	71.8	88.48	231	412.48	90.78	679.32	133.74	103.68	500.82	618	657.19	428.33	238.63	474.84	181.42	25	126.25	520.27	359.74	1229.63	162.58	136.19	148.59	299.67
RP11-3B7.1(ENSG00000225399.4)(lincRNA)	0.55	0.39	0.03	0.5	0.08	0.53	0.32	1.62	0.18	0.33	0.45	0.47	0	0.09	0.53	0.9	0.61	0.58	0.15	1.29	1.29	0.62	0	0.01	1.08	0.99	0.29	0.59	0.92	0.02	0.05	1.2	0.57	0.13	0.69
SLC37A4(ENSG00000137700.16)(protein_coding)	11.99	21.78	13.6	17.03	18.12	18.07	16.5	9.37	18.98	21.16	13.68	10.79	37.18	15.13	5.32	12.99	6.93	14.7	7.92	10.12	6.65	6.62	11.69	10.76	8.13	12.74	2.71	8.51	16.76	17.88	13.38	12.2	6.03	11.41	3.65
KATNAL2(ENSG00000167216.16)(protein_coding)	5.29	2.44	4.06	3.97	2.59	2.95	1.03	3.94	2.14	1.33	3.72	4.04	0.23	6.89	4.23	3.4	3.95	4.03	6.29	2.08	3.81	0.8	12.3	3.51	1	1.6	1.66	1.47	3.16	1.04	0.81	3.85	4.73	1.64	8.26
SUN2(ENSG00000100242.15)(protein_coding)	89.57	89.45	67.98	91.85	100.01	56.45	56.23	71.63	76.43	95.41	76.33	67.77	84.81	24.01	13.38	36.22	13.31	44.8	8.14	56.25	9.97	33.03	32.83	41.85	27.14	22.01	12.63	32.42	25.74	51.29	42.16	34.57	9.67	27.52	24.43
SMIM13(ENSG00000224531.5)(protein_coding)	2.18	1.36	1.74	1.43	1.94	3.58	4.65	2.39	3.29	2.11	2.24	3.52	1.43	3.11	5.69	2.96	2.23	3.97	7.44	1.77	1.64	1.44	4.77	2.12	4.63	1.64	3.38	3.3	7.38	2.1	5.69	3.33	4.85	2.19	3.07
HSPA9(ENSG00000113013.12)(protein_coding)	70.24	71.85	77.78	67.77	83.63	85.64	133.41	64.48	95.61	81.39	80.97	84.85	82.92	200.84	146.67	103.44	264.15	70.8	269.64	77.73	135.97	71.38	154.77	96.43	70.29	81.2	117.92	112.62	106.84	84.48	180.92	105.48	99.14	122.57	132.35
RIC8A(ENSG00000177963.12)(protein_coding)	57.06	52.4	49.87	39.2	54.81	50.16	55	43.23	45.62	47.7	50.45	47.52	73.33	93.12	93.27	45.73	31.28	56.15	36.54	51.72	56.74	44.11	63.93	28.48	44.25	55.76	28.52	67.59	52.17	35.59	82.03	39.85	22.45	48.38	66.06
ALDH1A1(ENSG00000165092.12)(protein_coding)	163.56	80.25	67.25	145.65	27.46	22.03	19.61	172.28	78.57	109.14	73.04	95.43	18.99	2.01	4.67	111.27	2.98	6.22	15.22	31.89	42.87	8.02	45.92	5.43	5.93	21.71	357.07	4.91	8.22	0.16	14.38	7.16	16.79	24.01	1.46
BBS2(ENSG00000125124.11)(protein_coding)	36.04	35.88	35.68	31.4	56.5	52.4	48.59	36.15	46.55	35.39	40.58	47.74	68.93	64.82	20.97	33.16	14.04	64.84	45.86	12.31	40.18	10.33	11.85	8.72	24.7	32.15	38.22	37.75	10.25	23.71	17.86	80.31	44.75	34.52	19.23
BCO2(ENSG00000197580.11)(protein_coding)	2.92	1.79	1.68	0.97	3.14	1.71	2.11	2.6	2.31	3.59	2.62	2.3	2.1	3.33	1.72	2.04	1.31	6.68	1.29	0.65	1.25	0.25	0.88	0.77	1.2	0.52	1.25	2.71	1.04	0.55	0.89	1	1.31	1.11	0.33
MED8(ENSG00000159479.16)(protein_coding)	20.55	28.98	23.07	25.87	21.5	21.34	20.62	28.64	21.04	21.02	21.65	21.18	18.23	42.54	42.47	25.46	43.96	25.76	36.68	37.43	26.98	20.38	55.6	22.74	32.88	23.68	21.96	32.67	31.54	13.94	31.83	24.39	29.75	21.71	41.21
MKLN1-AS(ENSG00000236753.5)(processed_transcript)	1.62	0.35	3.32	1.09	2.5	1.82	2.05	3.99	2.07	2.14	1.79	1.52	3.59	2.84	2.38	0.93	1.51	0.43	2	2.27	1.76	0.68	1.64	1.62	1.68	1.22	0.58	2.14	0.27	0.82	3.51	2.31	1.67	2.25	0.82
RAB34(ENSG00000109113.17)(protein_coding)	66.01	83.96	70.08	56.2	57.95	92.02	40.55	101.59	43.07	58.92	66.99	48.05	111.42	51.98	20.07	50.02	62.2	103.38	87.07	51.96	85.83	74.65	116.54	38.81	73.8	65.34	57.88	82.88	56.6	41.43	108.09	48.92	39.62	40.29	50.29
SYNE2(ENSG00000054654.15)(protein_coding)	20.72	14.09	23.06	19.51	53.95	17.45	16.1	39.48	29.27	30.76	48.08	20.57	41.97	11.6	7.15	27.82	8.07	36.5	15.95	16.78	12.73	9.86	9.96	4.99	10.86	15.45	10.65	15.68	9.7	20.37	9.64	17.46	11.35	30.66	16.26
OSTF1(ENSG00000134996.11)(protein_coding)	27.36	26.74	31.6	39.27	27.74	29.29	23.86	25.97	23.64	22.56	19.62	26.01	17.84	10.37	22.67	21.94	48.03	28.64	11.74	52.81	35.75	18.39	8.88	32.45	51.01	26.59	26.95	18.05	15.89	22.57	37.69	22.47	41.29	32.88	18.13
SLC36A4(ENSG00000180773.14)(protein_coding)	5.79	3.77	4.5	2.95	4.47	2.55	7.13	1.93	2.47	3.75	2.4	3.77	1.62	14.69	5.45	2.71	5.25	2.74	6.97	6.1	2.83	5.15	2.35	10	11.36	5.34	1.56	6.51	11.16	6.58	11.74	7.64	5.63	4.04	5.17
MAPK10(ENSG00000109339.18)(protein_coding)	9.28	8.82	3.7	21.95	2.89	5.21	6.96	6.32	4.31	2.81	3.44	6.53	5.52	5.12	1.21	2.91	0.24	7.64	7.32	1.68	3.73	6.46	14.91	5.27	2.15	4.78	0.42	10.17	2.95	0.92	0.1	11.75	4.55	3.55	5.49
MAPK11(ENSG00000185386.14)(protein_coding)	11.42	6.72	11.17	16.56	8.27	16.42	6.53	10.14	4.63	8.41	10.89	5.71	10.71	4.93	7.19	4.23	2.14	11.51	4.52	5.83	7.32	7.2	4.77	4.67	7.24	4.83	2.37	13.43	9.37	4.31	14.31	4.31	3.03	5.44	5.44
MYL12B(ENSG00000118680.12)(protein_coding)	273.54	297.04	331.68	261.64	300.46	337.34	327.22	370.2	235.14	230.71	322.79	299.77	314.68	159.5	253.02	320.56	415.07	359.3	142.61	259.17	434.57	155.16	97.29	201.08	367.61	284.14	491.38	183.48	137.93	468.2	424.61	308.02	239.64	394.06	194.57
NELFA(ENSG00000185049.12)(protein_coding)	17.45	28.1	22.81	15.76	31.72	19.38	16.09	19.87	19.76	24.69	30.24	17.04	30.83	53.97	32.8	25.34	9.06	44.1	96.98	12.51	11.82	15.58	17.41	9.95	8.55	16.79	14.32	19.56	35.01	12.93	16.36	14.8	5.42	17.67	17.46
CELF6(ENSG00000140488.14)(protein_coding)	1.8	1.35	1.66	1.36	6.15	2.2	2.34	2.19	3.04	3.91	5.1	1.69	2.54	2.75	1.2	2.84	0.96	3.63	1.68	0.99	2.01	0.92	0.76	0.38	1.59	0.85	8.29	1.65	0.97	0.25	0.44	1.35	2.23	1.03	0.4
GSTA4(ENSG00000170899.10)(protein_coding)	21.52	24.82	18.08	19.13	18.25	29.56	26	22.8	30.65	24.44	23.56	23.82	22.97	49.97	58.13	28.94	44.2	26.55	82.15	9.45	16.61	17.66	20.05	34.32	35	46.15	37.41	35.55	23.32	10.9	2.66	47.71	25.81	18.49	50.16
GPR108(ENSG00000125734.13)(protein_coding)	55.9	66.74	39.29	53.85	76.72	41.11	31.91	90.28	36.93	49.08	58.21	32.94	96.89	33.69	16.51	32.74	16.59	92.15	6.77	24.82	22	16.02	38.65	13.96	14.81	17.63	13.42	28.75	39.93	22.47	26.52	19.02	12.1	29.11	13.96
TEX261(ENSG00000144043.11)(protein_coding)	52.38	37.15	28.73	39.74	36.46	27.68	39.24	26.81	36.84	42.58	32.73	34.91	30.15	19.98	29.39	33.48	27.87	20.64	35.59	31.07	31.75	23.5	42.02	37.38	25.69	26.6	26.45	22.5	40.21	26.78	27.69	25.93	25.91	37.82	31.15
COG2(ENSG00000135775.13)(protein_coding)	14.46	13.39	11.84	10.61	12.85	12.49	15.2	11.95	12.69	13.74	14.22	13.02	10.94	13.83	16.82	25.7	7.46	19.46	23.55	10.35	7.3	7.25	15.93	8.15	11.17	11.45	9.15	11.01	11.96	12.2	9.01	14.28	15.17	11.06	9.45
